2016-B-0093,CAT I,CVE-2016-1380,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.8-MR-113,Cisco Web Security Appliance HTTP POST Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1380,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.7-142,Cisco Web Security Appliance HTTP POST Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1380,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.6-119,Cisco Web Security Appliance HTTP POST Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1380,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.0.000,Cisco Web Security Appliance HTTP POST Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1380,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.0-497,Cisco Web Security Appliance HTTP POST Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1380,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.2-027,Cisco Web Security Appliance HTTP POST Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1380,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.2-024,Cisco Web Security Appliance HTTP POST Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1380,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.1-021,Cisco Web Security Appliance HTTP POST Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1380,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.3-055,Cisco Web Security Appliance HTTP POST Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 5.6.0-623,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 6.0.0-000,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.1.0,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.1.1,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.1.2,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.1.3,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.1.4,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.5.0-000,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.5.0-825,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.5.1-000,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.5.2-000,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.7.0-000,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.7.1-000,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.0-000,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.5,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.5 HOT PATCH 1,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.6,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.7,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.6-078,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.8-MR-113,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.7-142,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.6-119,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.0.000,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.0-497,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.2-027,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.2-024,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.1-021,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1382,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.3-055,Cisco Web Security Appliance HTTP Length Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 5.6.0-623,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 6.0.0-000,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.1.0,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.1.1,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.1.2,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.1.3,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.1.4,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.5.0-000,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.5.0-825,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.5.1-000,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.5.2-000,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.7.0-000,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 7.7.1-000,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.0-000,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.5,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.5 HOT PATCH 1,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.6,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.7,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.6-078,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.8-MR-113,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.7-142,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.0.6-119,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.0.000,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.0-497,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.2-027,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.2-024,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.1-021,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1383,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.3-055,Cisco Web Security Appliance Connection Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1381,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.0.000,Cisco Web Security Appliance Cached Range Request Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1381,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.0-497,Cisco Web Security Appliance Cached Range Request Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1381,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.2-027,Cisco Web Security Appliance Cached Range Request Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1381,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.2-024,Cisco Web Security Appliance Cached Range Request Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1381,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.1-021,Cisco Web Security Appliance Cached Range Request Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1381,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 8.5.3-055,Cisco Web Security Appliance Cached Range Request Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1381,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 9.0 BASE,Cisco Web Security Appliance Cached Range Request Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1381,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 9.0.0-193,Cisco Web Security Appliance Cached Range Request Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1381,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 9.1 BASE,Cisco Web Security Appliance Cached Range Request Denial of Service Vulnerability
2016-B-0093,CAT I,CVE-2016-1381,Cisco Security Advisory,CISCO WEB SECURITY APPLIANCE (WSA) 9.1.0-000,Cisco Web Security Appliance Cached Range Request Denial of Service Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(3)M,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(3)M1,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(3)M2,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(1)S1,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(1)S2,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(2)S0A,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(2)S2,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(1)T,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(1)T1,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(1)T2,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(1)T3,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(1)T4,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(2)T,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(2)T1,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(2)T2,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(2)T3,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.3(2)T4,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.4(1)CG,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.4(2)CG,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.4(1)T,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.4(1)T1,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS 15.4(2)T,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS XE SOFTWARE 3.8S 3.8.0S,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS XE SOFTWARE 3.8S 3.8.1S,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS XE SOFTWARE 3.8S 3.8.2S,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS XE SOFTWARE 3.9S 3.9.0S,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS XE SOFTWARE 3.9S 3.9.0AS,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS XE SOFTWARE 3.9S 3.9.1S,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS XE SOFTWARE 3.9S 3.9.1AS,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS XE SOFTWARE 3.9S 3.9.2S,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS XE SOFTWARE 3.10S 3.10.0S,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS XE SOFTWARE 3.10S 3.10.1S,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS XE SOFTWARE 3.10S 3.10.1XBS,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS XE SOFTWARE 3.10S 3.10.2S,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0082,CAT I,CVE-2016-1350,Cisco Security Advisory,CISCO IOS XE SOFTWARE 3.11S 3.11.0S,Cisco IOS and IOS XE and Cisco Unified Communications Manager Software Session Initiation Protocol Memory Leak Vulnerability
2016-A-0132,CAT I,CVE-2016-1387,Cisco Security Advisory,CISCO TELEPRESENCE TC SOFTWARE 7.2.0,Cisco TelePresence XML Application Programming Interface Authentication Bypass Vulnerability
2016-A-0132,CAT I,CVE-2016-1387,Cisco Security Advisory,CISCO TELEPRESENCE TC SOFTWARE 7.2.1,Cisco TelePresence XML Application Programming Interface Authentication Bypass Vulnerability
2016-A-0132,CAT I,CVE-2016-1387,Cisco Security Advisory,CISCO TELEPRESENCE TC SOFTWARE 7.3.0,Cisco TelePresence XML Application Programming Interface Authentication Bypass Vulnerability
2016-A-0132,CAT I,CVE-2016-1387,Cisco Security Advisory,CISCO TELEPRESENCE TC SOFTWARE 7.3.1,Cisco TelePresence XML Application Programming Interface Authentication Bypass Vulnerability
2016-A-0132,CAT I,CVE-2016-1387,Cisco Security Advisory,CISCO TELEPRESENCE TC SOFTWARE 7.3.2,Cisco TelePresence XML Application Programming Interface Authentication Bypass Vulnerability
2016-A-0132,CAT I,CVE-2016-1387,Cisco Security Advisory,CISCO TELEPRESENCE TC SOFTWARE 7.3.3,Cisco TelePresence XML Application Programming Interface Authentication Bypass Vulnerability
2016-A-0111,CAT I,CVE-2016-1364,Cisco Security Advisory,CISCO WIRELESS LAN CONTROLLER (WLC) 7.4 1.54,Cisco Wireless LAN Controller Denial of Service Vulnerability
2016-A-0111,CAT I,CVE-2016-1364,Cisco Security Advisory,CISCO WIRELESS LAN CONTROLLER (WLC) 7.4.100,Cisco Wireless LAN Controller Denial of Service Vulnerability
2016-A-0111,CAT I,CVE-2016-1364,Cisco Security Advisory,CISCO WIRELESS LAN CONTROLLER (WLC) 7.4.100.60,Cisco Wireless LAN Controller Denial of Service Vulnerability
2016-A-0111,CAT I,CVE-2016-1364,Cisco Security Advisory,CISCO WIRELESS LAN CONTROLLER (WLC) 7.4.110.0,Cisco Wireless LAN Controller Denial of Service Vulnerability
2016-A-0111,CAT I,CVE-2016-1364,Cisco Security Advisory,CISCO WIRELESS LAN CONTROLLER (WLC) 7.4.121.0,Cisco Wireless LAN Controller Denial of Service Vulnerability
2016-A-0111,CAT I,CVE-2016-1364,Cisco Security Advisory,CISCO WIRELESS LAN CONTROLLER (WLC) 7.4.1.1,Cisco Wireless LAN Controller Denial of Service Vulnerability
2016-A-0111,CAT I,CVE-2016-1364,Cisco Security Advisory,CISCO WIRELESS LAN CONTROLLER (WLC) 7.4 1.19,Cisco Wireless LAN Controller Denial of Service Vulnerability
2016-A-0111,CAT I,CVE-2016-1364,Cisco Security Advisory,CISCO WIRELESS LAN CONTROLLER (WLC) 7.5.102.0,Cisco Wireless LAN Controller Denial of Service Vulnerability
2016-A-0111,CAT I,CVE-2016-1364,Cisco Security Advisory,CISCO WIRELESS LAN CONTROLLER (WLC) 7.5.102.11,Cisco Wireless LAN Controller Denial of Service Vulnerability
2016-A-0111,CAT I,CVE-2016-1364,Cisco Security Advisory,CISCO WIRELESS LAN CONTROLLER (WLC) 7.6.100.0,Cisco Wireless LAN Controller Denial of Service Vulnerability
2016-A-0111,CAT I,CVE-2016-1364,Cisco Security Advisory,CISCO WIRELESS LAN CONTROLLER (WLC) 7.6.110.0,Cisco Wireless LAN Controller Denial of Service Vulnerability
